label,text_mg
ham,Reckon dia tokony ho ao an-tanàna amin'ny valo ambin'ny folo handeha an-tongotra avy amin'ny * fiantsonan'ny fiara.
spam,"Arahabaina! 2 finday 3G Videophones R anao. antsoy ny 09063458130 izao! videochat miaraka amin'ny namanao, milalao lalao java, Dload polyPH mozika, noline rentl."
ham,JEREO NY FOTOANA FOTOANA. INONA NO HEVITRAO
ham,Eritrereto izay nalatsako
ham,Nilaza i Carlos fa ho any mu ao &lt;#&gt;  minitra
ham,Eo amin'ny birao aho izao . hiantso anao aho &lt;#&gt;  min :)
ham,"Geeee ... Malahelo anao sahady aho, fantatrao ? Ny anao ihany no azoko eritreretina. Fuck, tsy afaka miandry aho mandra-pahatongan'ny taona manaraka izay hiarahanay ... * oroka feno fitiavana *"
ham,"Yun ah.ilay ubi no miteny raha ü wan miantso rahampitso. miantsoa 67441233 mitady irene.ere ihany no nahazo bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph mandritra ny 1er 5wkg andro.èn"
ham,Ugh. Mila mitondra fiara miverina mankany sd avy any la. Marary ny kiboko.
ham,26 JOLAY
ham,"Salama, manana fotoana fialan-tsasatra indrindra aho! tsy maintsy mifoha amin'ny 7 ora maraina isan'andro! nahafinaritra ve ny fety tamin'iny alina iny? Hody aho rahampitso amin'ny 5 ora."
ham,Hatramin'ny ü... Ü wan avia dia avia lor... Fa tsy misy zipo misy stripes aho...
ham,Fiadanana ny tantaran'ny Krismasy.. Fitiavana ny hafatra Krismasy.. Ny fahagagana Krismasy dia Jesosy.. Mirary volana feno fitahiana ho avy &amp; mirary Krismasy sambatra ho anao...
ham,tsy azoko fa tsy manana numéro azy aho!
ham,Ovay indray... Eo akaikin'ny escalator io...
ham,"Mbola ao an-dakilasy ve aho, tsy afaka manondraka rano ve ianao mba hahatonga azy io ho ok. Pls izao."
ham,Tsy dia betsaka no nitranga teto. Mahatsiaro tena mangina. Ao amin'ny nenitoany i Beth ary miasa betsaka i Charlie. Izaho sy i helen ihany no ao amin'ny mo. Nanao ahoana ianao izay?
ham,Avy eo andraso 4 aho eo amin'ny fiantsonan'ny fiara fitateram-bahoaka aorian'ny fianaranao. Raha diso aho dia mandeha maka ny fiarako dia miverena ary maka ü.
spam,Mvola: Nahazo loka 500.000Ar ianao. Antsoy ny 0340000000 handraisana azy.
spam,Orange Money: Nahazo kadoa 200.000Ar ianao. Tsindrio ity lien ity: bit.ly/om-kadoa
spam,Fampitandremana: Hidiana ny kaonty Airtel Money-nao. Antsoy ny laharana 0331265432
spam,Nisy fahadisoana ny transfert nataoko taminao. Mba avereno amin'ity laharana ity ny vola
spam,Mahazo crédit 5.000Ar maimaimpoana ianao. Alefaso ny laharana 0345697842
spam,Félicitations! ianao dia Voafidy hahazo loka amin'ny Telma. Antsoy ny laharana 0387965412
spam,Maika: Mila fanampiana ny havanao any amin'ny hopitaly. Alefaso vola haingana ny vola amin'ny laharana 0383475169
spam,Mitady mpiasa maika izahay. Karama 800.000Ar isan-bolana. atsoy ity numero ity 0325879413
spam,Nahazo Bonus 10Go ianao. Mba hampandehanana azy dia omeo ny kaody ny orange money anao
ham,Efa tonga ve ianao? Miandry anao izahay eto an-trano.
ham,"Miarahaba, aza adino ny mitondra ny kahie rahampitso. Misaotra."
ham,"Manao ahoana, afaka miantso ve ianao fa misy zavatra kely horesahina?."
ham,Efa nalefako ny vola tamin'ny Mvola. Jereo ny SMS.
ham,Ho avy any an-trano aho amin'ny 6 ora hariva.
ham,"salama, afaka mba raisiao ve ny appelak azfd."
ham,ts tafandal zah raikitra b.
spam,"Felicitation!, ianao dia voasarika tamin'ny lalao tombola nokarakarain'ny SIRAMA, atsoy ity numero ity 0345697264"
ham,handeha hak an'le entana zah av ew
spam,"Arahabaina ianao dia voasarika tamin'ny lalao nokarakarain'ny tranombarotra MORA PRIX, ka mba afahanao maka ilay loka de antsoy ity numero ity 0336974231"
ham,ndw am zay
spam,"Felicitation!, ianao dia nahazo 4*4 avy amin'ny SIRAMA, atsoy ity numero ity hakanao azy 0345972103"
spam,"Arahabaina!, ianao dia nahazo vola 100.000.000ar avy amin'ny YAS, ka atsoy ity numero ity 0324769212"
ham,tsara tarehy ilay vehivavy
spam,"Felicitation!, ianao dia nahazo vola 7.000.000.000 tamin'ny societe SOMAVA, ka atsoy ity numero ity 0387965423"
spam,"Felicitation!, ianao dia voasarika tamin'ny lalao tombola nokarakarain'ny TELMA, atsoy ity numero ity 0345667264"
ham,mandehana at antran 
ham,ok
ham,"ok, mandeh ilay compte"
ham,"slm, ve ianao?"
spam,"Felicitation!, ianao dia nahazo 4*4 avy amin'ny SOMAVA, atsoy ity numero ity hakanao azy 0345972103"
spam,"Felicitation!, ianao dia voasarika tamin'ny lalao tombola nokarakarain'ny SIRAMA, atsoy ity numero ity 0345696264"
ham,"Miarahaba tompoko!, aza omena olona ny kaody nao "
spam,"Miarahaba tompoko!, ianao dia voasarika nahazo 4*4, ka atsoy ity numero ity 0334597618"
ham,millw le zaz ka!
ham,"ok, voaraiko ilay vola tompoko."
spam,"Felicitations!, ianao dia nahazo trano avy amin'ny orinasa SOMAVA, atsoy ity numero ity hakanao azy 0345972103"
ham,mandeha ilay compte tompoko
